event_id,ts,rider_id,region_id,arm,reward_binary,reward_revenue,region_id,hour,segment,rider_conv,context_score
5579,2025-12-01 09:05:00,303,4,0.5,1,2.146,4,9,3,0.7222222221820987,0.9695
6097,2025-12-01 10:25:00,303,16,0.0,1,1.28,16,10,3,0.7222222221820987,0.5602
6190,2025-12-01 10:40:00,303,13,0.0,1,1.874,13,10,3,0.7222222221820987,0.8543
6765,2025-12-01 12:00:00,303,19,0.0,1,1.28,19,12,3,0.7222222221820987,0.9952
7063,2025-12-01 12:50:00,303,13,1.0,1,0.874,13,12,3,0.7222222221820987,0.1269
7410,2025-12-01 13:50:00,303,6,1.0,0,0.0,6,13,3,0.7222222221820987,-0.2279
9150,2025-12-01 20:15:00,303,1,0.5,1,0.688,1,20,3,0.7222222221820987,-0.4327
9184,2025-12-01 20:25:00,303,4,0.0,0,0.0,4,20,3,0.7222222221820987,0.2463
287,2025-12-01 00:20:00,304,5,0.5,1,1.609,5,0,5,0.8749999999635417,-0.7452
676,2025-12-01 00:50:00,304,0,0.0,1,1.878,0,0,5,0.8749999999635417,-0.2333
1199,2025-12-01 01:30:00,304,19,1.0,1,0.28,19,1,5,0.8749999999635417,0.439
1363,2025-12-01 01:45:00,304,19,0.0,1,1.28,19,1,5,0.8749999999635417,0.4123
1645,2025-12-01 02:10:00,304,8,1.0,1,0.389,8,2,5,0.8749999999635417,-0.4032
1697,2025-12-01 02:15:00,304,3,0.0,1,1.742,3,2,5,0.8749999999635417,-0.9064
1765,2025-12-01 02:20:00,304,8,0.0,1,1.389,8,2,5,0.8749999999635417,1.2277
2404,2025-12-01 03:15:00,304,16,0.0,1,1.28,16,3,5,0.8749999999635417,0.8466
2627,2025-12-01 03:35:00,304,12,0.0,1,1.951,12,3,5,0.8749999999635417,0.1258
3153,2025-12-01 04:25:00,304,7,0.5,1,2.441,7,4,5,0.8749999999635417,0.391
4516,2025-12-01 06:55:00,304,10,0.0,1,2.935,10,6,5,0.8749999999635417,0.4766
5064,2025-12-01 08:00:00,304,8,0.5,1,0.889,8,8,5,0.8749999999635417,0.1567
5081,2025-12-01 08:00:00,304,16,1.0,1,0.28,16,8,5,0.8749999999635417,-0.2459
6305,2025-12-01 10:55:00,304,19,0.5,1,0.78,19,10,5,0.8749999999635417,0.0097
6393,2025-12-01 11:10:00,304,3,1.0,0,0.0,3,11,5,0.8749999999635417,-0.4435
7590,2025-12-01 14:25:00,304,2,0.0,0,0.0,2,14,5,0.8749999999635417,-0.1349
7594,2025-12-01 14:25:00,304,7,0.5,1,2.441,7,14,5,0.8749999999635417,0.5142
7595,2025-12-01 14:25:00,304,8,0.5,1,0.889,8,14,5,0.8749999999635417,-0.1266
7803,2025-12-01 15:05:00,304,10,1.0,1,1.935,10,15,5,0.8749999999635417,-0.0276
8469,2025-12-01 17:30:00,304,10,0.5,1,2.435,10,17,5,0.8749999999635417,-0.2648
8974,2025-12-01 19:25:00,304,15,0.0,1,1.775,15,19,5,0.8749999999635417,-0.1548
9306,2025-12-01 20:55:00,304,8,0.5,1,0.889,8,20,5,0.8749999999635417,-0.1941
9564,2025-12-01 22:00:00,304,1,0.0,0,0.0,1,22,5,0.8749999999635417,0.0343
9893,2025-12-01 23:40:00,304,19,0.5,1,0.78,19,23,5,0.8749999999635417,0.5668
221,2025-12-01 00:15:00,305,8,1.0,1,0.389,8,0,6,0.7692307692011834,0.3309
327,2025-12-01 00:25:00,305,0,1.0,1,0.878,0,0,6,0.7692307692011834,1.1275
336,2025-12-01 00:25:00,305,2,0.0,1,2.572,2,0,6,0.7692307692011834,-0.4827
514,2025-12-01 00:35:00,305,13,1.0,1,0.874,13,0,6,0.7692307692011834,0.2771
790,2025-12-01 00:55:00,305,19,0.5,1,0.78,19,0,6,0.7692307692011834,0.2492
1519,2025-12-01 02:00:00,305,5,0.0,1,2.109,5,2,6,0.7692307692011834,-0.4158
1629,2025-12-01 02:10:00,305,4,0.5,1,2.146,4,2,6,0.7692307692011834,0.4618
1910,2025-12-01 02:30:00,305,16,0.0,1,1.28,16,2,6,0.7692307692011834,-0.1207
2110,2025-12-01 02:50:00,305,7,0.5,0,0.0,7,2,6,0.7692307692011834,0.2481
2236,2025-12-01 03:00:00,305,13,0.0,1,1.874,13,3,6,0.7692307692011834,0.4989
2248,2025-12-01 03:00:00,305,16,0.0,1,1.28,16,3,6,0.7692307692011834,-0.1311
2254,2025-12-01 03:05:00,305,0,0.0,1,1.878,0,3,6,0.7692307692011834,-0.7686
2983,2025-12-01 04:05:00,305,14,0.5,0,0.0,14,4,6,0.7692307692011834,-0.3424
3742,2025-12-01 05:25:00,305,11,0.5,0,0.0,11,5,6,0.7692307692011834,-0.5025
4057,2025-12-01 06:00:00,305,11,0.5,1,1.439,11,6,6,0.7692307692011834,0.633
4402,2025-12-01 06:40:00,305,14,0.5,1,1.125,14,6,6,0.7692307692011834,0.3682
4591,2025-12-01 07:05:00,305,2,1.0,1,1.572,2,7,6,0.7692307692011834,0.463
4991,2025-12-01 07:50:00,305,14,1.0,1,0.625,14,7,6,0.7692307692011834,-0.473
5010,2025-12-01 07:55:00,305,3,0.5,1,1.242,3,7,6,0.7692307692011834,-0.3959
5395,2025-12-01 08:40:00,305,10,0.5,1,2.435,10,8,6,0.7692307692011834,0.3475
5982,2025-12-01 10:10:00,305,0,0.0,0,0.0,0,10,6,0.7692307692011834,0.7429
6807,2025-12-01 12:10:00,305,5,0.5,1,1.609,5,12,6,0.7692307692011834,-0.1685
7967,2025-12-01 15:40:00,305,10,0.0,0,0.0,10,15,6,0.7692307692011834,-0.5788
8391,2025-12-01 17:10:00,305,18,1.0,1,1.561,18,17,6,0.7692307692011834,0.5133
9622,2025-12-01 22:15:00,305,4,0.5,1,2.146,4,22,6,0.7692307692011834,-0.7619
9899,2025-12-01 23:45:00,305,3,0.0,0,0.0,3,23,6,0.7692307692011834,0.222
57,2025-12-01 00:00:00,306,18,0.0,0,0.0,18,0,2,0.6428571428112245,-0.293
205,2025-12-01 00:15:00,306,1,0.5,1,0.688,1,0,2,0.6428571428112245,0.8977
1022,2025-12-01 01:15:00,306,19,0.0,1,1.28,19,1,2,0.6428571428112245,0.1208
1294,2025-12-01 01:40:00,306,16,0.0,0,0.0,16,1,2,0.6428571428112245,-0.2257
1557,2025-12-01 02:05:00,306,1,0.5,1,0.688,1,2,2,0.6428571428112245,0.5495
2525,2025-12-01 03:30:00,306,1,0.5,1,0.688,1,3,2,0.6428571428112245,0.4459
2922,2025-12-01 04:00:00,306,6,1.0,1,1.263,6,4,2,0.6428571428112245,-0.151
3080,2025-12-01 04:15:00,306,14,0.0,0,0.0,14,4,2,0.6428571428112245,0.0713
3598,2025-12-01 05:10:00,306,2,1.0,0,0.0,2,5,2,0.6428571428112245,-0.5643
6316,2025-12-01 11:00:00,306,3,0.5,1,1.242,3,11,2,0.6428571428112245,-0.4318
6795,2025-12-01 12:05:00,306,16,1.0,1,0.28,16,12,2,0.6428571428112245,0.2741
7127,2025-12-01 13:00:00,306,11,0.0,0,0.0,11,13,2,0.6428571428112245,-0.3549
7467,2025-12-01 14:00:00,306,1,0.0,1,1.188,1,14,2,0.6428571428112245,0.3889
7504,2025-12-01 14:05:00,306,15,0.5,1,1.275,15,14,2,0.6428571428112245,-0.1383
556,2025-12-01 00:40:00,307,6,1.0,1,1.263,6,0,4,0.8235294117162629,0.8617
558,2025-12-01 00:40:00,307,7,0.5,1,2.441,7,0,4,0.8235294117162629,-0.3913
667,2025-12-01 00:45:00,307,18,0.0,1,2.561,18,0,4,0.8235294117162629,0.1195
750,2025-12-01 00:55:00,307,4,0.5,1,2.146,4,0,4,0.8235294117162629,-0.1148
1991,2025-12-01 02:40:00,307,4,1.0,1,1.646,4,2,4,0.8235294117162629,-0.3536
2493,2025-12-01 03:25:00,307,8,0.5,1,0.889,8,3,4,0.8235294117162629,0.3341
3997,2025-12-01 05:55:00,307,1,1.0,1,0.188,1,5,4,0.8235294117162629,0.2442
4108,2025-12-01 06:05:00,307,14,0.0,1,1.625,14,6,4,0.8235294117162629,0.4353
4219,2025-12-01 06:20:00,307,12,1.0,1,0.951,12,6,4,0.8235294117162629,0.2235
4485,2025-12-01 06:50:00,307,15,0.5,1,1.275,15,6,4,0.8235294117162629,0.0483
5296,2025-12-01 08:30:00,307,6,0.5,0,0.0,6,8,4,0.8235294117162629,-0.9719
5404,2025-12-01 08:40:00,307,14,0.5,1,1.125,14,8,4,0.8235294117162629,-0.0483
7022,2025-12-01 12:45:00,307,10,0.5,0,0.0,10,12,4,0.8235294117162629,-0.7961
7153,2025-12-01 13:05:00,307,7,1.0,1,1.941,7,13,4,0.8235294117162629,-0.278
7933,2025-12-01 15:30:00,307,14,0.0,0,0.0,14,15,4,0.8235294117162629,-0.1654
8264,2025-12-01 16:40:00,307,13,1.0,1,0.874,13,16,4,0.8235294117162629,-0.633
8521,2025-12-01 17:40:00,307,6,1.0,1,1.263,6,17,4,0.8235294117162629,0.4312
764,2025-12-01 00:55:00,308,13,1.0,1,0.874,13,0,7,0.9999999999411765,-0.3897
2595,2025-12-01 03:35:00,308,1,0.0,1,1.188,1,3,7,0.9999999999411765,-0.1004
2724,2025-12-01 03:45:00,308,4,0.5,1,2.146,4,3,7,0.9999999999411765,-0.18
3671,2025-12-01 05:15:00,308,18,0.5,1,2.061,18,5,7,0.9999999999411765,-0.5383
3782,2025-12-01 05:30:00,308,7,1.0,1,1.941,7,5,7,0.9999999999411765,-0.008
4860,2025-12-01 07:35:00,308,5,0.5,1,1.609,5,7,7,0.9999999999411765,-0.0234
5329,2025-12-01 08:35:00,308,1,0.5,1,0.688,1,8,7,0.9999999999411765,-0.8715
5503,2025-12-01 08:55:00,308,4,0.5,1,2.146,4,8,7,0.9999999999411765,0.2805
5509,2025-12-01 08:55:00,308,8,0.5,1,0.889,8,8,7,0.9999999999411765,-0.3874
5592,2025-12-01 09:05:00,308,11,0.0,1,1.939,11,9,7,0.9999999999411765,1.0094
5802,2025-12-01 09:40:00,308,2,0.5,1,2.072,2,9,7,0.9999999999411765,-0.0563
6747,2025-12-01 12:00:00,308,10,1.0,1,1.935,10,12,7,0.9999999999411765,0.3653
6892,2025-12-01 12:25:00,308,1,0.5,1,0.688,1,12,7,0.9999999999411765,-0.1276
7007,2025-12-01 12:40:00,308,18,0.0,1,2.561,18,12,7,0.9999999999411765,-0.0237
7589,2025-12-01 14:25:00,308,1,1.0,1,0.188,1,14,7,0.9999999999411765,0.3499
8709,2025-12-01 18:20:00,308,2,1.0,1,1.572,2,18,7,0.9999999999411765,0.3375
8773,2025-12-01 18:35:00,308,6,1.0,1,1.263,6,18,7,0.9999999999411765,0.6206
459,2025-12-01 00:30:00,309,15,0.5,1,1.275,15,0,1,0.8947368420581717,-0.1625
648,2025-12-01 00:45:00,309,13,0.0,1,1.874,13,0,1,0.8947368420581717,-0.7146
861,2025-12-01 01:05:00,309,4,0.5,1,2.146,4,1,1,0.8947368420581717,-0.0588
2084,2025-12-01 02:45:00,309,18,0.0,1,2.561,18,2,1,0.8947368420581717,0.4036
2119,2025-12-01 02:50:00,309,10,1.0,1,1.935,10,2,1,0.8947368420581717,-0.2192
2877,2025-12-01 03:55:00,309,14,0.5,1,1.125,14,3,1,0.8947368420581717,-0.2204
3454,2025-12-01 04:55:00,309,0,0.0,1,1.878,0,4,1,0.8947368420581717,0.3786
3654,2025-12-01 05:15:00,309,6,1.0,1,1.263,6,5,1,0.8947368420581717,0.3475
4896,2025-12-01 07:40:00,309,3,0.5,1,1.242,3,7,1,0.8947368420581717,0.4501
5091,2025-12-01 08:05:00,309,1,1.0,1,0.188,1,8,1,0.8947368420581717,0.876
5374,2025-12-01 08:40:00,309,1,1.0,1,0.188,1,8,1,0.8947368420581717,0.3384
5554,2025-12-01 09:00:00,309,14,0.0,0,0.0,14,9,1,0.8947368420581717,-0.9493
5877,2025-12-01 09:50:00,309,15,1.0,1,0.775,15,9,1,0.8947368420581717,0.4544
6996,2025-12-01 12:40:00,309,14,1.0,1,0.625,14,12,1,0.8947368420581717,-0.4106
7092,2025-12-01 12:55:00,309,13,1.0,1,0.874,13,12,1,0.8947368420581717,-0.1084
8160,2025-12-01 16:20:00,309,13,1.0,1,0.874,13,16,1,0.8947368420581717,0.6043
8817,2025-12-01 18:45:00,309,18,0.5,1,2.061,18,18,1,0.8947368420581717,0.7323
9321,2025-12-01 21:00:00,309,7,0.0,0,0.0,7,21,1,0.8947368420581717,-0.7127
9569,2025-12-01 22:00:00,309,8,0.0,1,1.389,8,22,1,0.8947368420581717,-0.327
93,2025-12-01 00:05:00,310,8,1.0,1,0.389,8,0,5,0.7692307692011834,-0.2501
757,2025-12-01 00:55:00,310,6,0.5,1,1.763,6,0,5,0.7692307692011834,-0.4686
835,2025-12-01 01:00:00,310,16,1.0,1,0.28,16,1,5,0.7692307692011834,-0.213
1007,2025-12-01 01:15:00,310,14,0.5,0,0.0,14,1,5,0.7692307692011834,0.287
1455,2025-12-01 01:55:00,310,2,0.5,1,2.072,2,1,5,0.7692307692011834,-0.5135
1923,2025-12-01 02:35:00,310,0,0.5,1,1.378,0,2,5,0.7692307692011834,0.3255
2516,2025-12-01 03:25:00,310,18,0.0,1,2.561,18,3,5,0.7692307692011834,0.359
3328,2025-12-01 04:40:00,310,13,0.5,1,1.374,13,4,5,0.7692307692011834,0.6223
4398,2025-12-01 06:40:00,310,12,1.0,1,0.951,12,6,5,0.7692307692011834,-0.226
5180,2025-12-01 08:15:00,310,6,1.0,1,1.263,6,8,5,0.7692307692011834,-0.5463
5288,2025-12-01 08:30:00,310,3,1.0,1,0.742,3,8,5,0.7692307692011834,-0.25
5806,2025-12-01 09:40:00,310,4,0.0,1,2.646,4,9,5,0.7692307692011834,-0.2794
5946,2025-12-01 10:05:00,310,0,1.0,1,0.878,0,10,5,0.7692307692011834,0.4272
6910,2025-12-01 12:25:00,310,16,0.0,0,0.0,16,12,5,0.7692307692011834,0.1692
7024,2025-12-01 12:45:00,310,13,0.0,0,0.0,13,12,5,0.7692307692011834,-0.1306
7030,2025-12-01 12:45:00,310,15,0.0,1,1.775,15,12,5,0.7692307692011834,0.5722
7088,2025-12-01 12:55:00,310,8,0.5,1,0.889,8,12,5,0.7692307692011834,-0.5568
7479,2025-12-01 14:00:00,310,12,1.0,1,0.951,12,14,5,0.7692307692011834,0.9782
7523,2025-12-01 14:10:00,310,8,0.0,0,0.0,8,14,5,0.7692307692011834,-0.5203
7740,2025-12-01 14:55:00,310,2,0.0,0,0.0,2,14,5,0.7692307692011834,-0.1763
7753,2025-12-01 14:55:00,310,6,0.0,1,2.263,6,14,5,0.7692307692011834,-0.1519
8101,2025-12-01 16:10:00,310,8,0.5,0,0.0,8,16,5,0.7692307692011834,0.6263
8156,2025-12-01 16:20:00,310,11,1.0,1,0.939,11,16,5,0.7692307692011834,-0.1972
8593,2025-12-01 17:55:00,310,10,0.0,1,2.935,10,17,5,0.7692307692011834,0.0037
8630,2025-12-01 18:05:00,310,0,1.0,1,0.878,0,18,5,0.7692307692011834,0.2297
9623,2025-12-01 22:15:00,310,5,1.0,1,1.109,5,22,5,0.7692307692011834,0.054
59,2025-12-01 00:00:00,311,18,0.0,1,2.561,18,0,6,0.8181818181446281,-0.9217
682,2025-12-01 00:50:00,311,1,1.0,1,0.188,1,0,6,0.8181818181446281,0.4042
736,2025-12-01 00:55:00,311,0,1.0,1,0.878,0,0,6,0.8181818181446281,-0.0344
801,2025-12-01 01:00:00,311,4,0.5,1,2.146,4,1,6,0.8181818181446281,0.6241
897,2025-12-01 01:05:00,311,19,0.0,1,1.28,19,1,6,0.8181818181446281,-0.1386
1023,2025-12-01 01:20:00,311,0,0.5,1,1.378,0,1,6,0.8181818181446281,-0.1963
1218,2025-12-01 01:35:00,311,10,0.0,0,0.0,10,1,6,0.8181818181446281,-0.3089
2403,2025-12-01 03:15:00,311,16,0.0,1,1.28,16,3,6,0.8181818181446281,-0.3657
3764,2025-12-01 05:30:00,311,0,0.0,1,1.878,0,5,6,0.8181818181446281,-0.5712
3952,2025-12-01 05:50:00,311,3,0.5,1,1.242,3,5,6,0.8181818181446281,0.6916
4205,2025-12-01 06:20:00,311,0,0.5,1,1.378,0,6,6,0.8181818181446281,-0.4296
5022,2025-12-01 07:55:00,311,10,0.0,0,0.0,10,7,6,0.8181818181446281,-1.2837
5299,2025-12-01 08:30:00,311,6,0.0,0,0.0,6,8,6,0.8181818181446281,-0.2245
6178,2025-12-01 10:40:00,311,8,0.0,1,1.389,8,10,6,0.8181818181446281,-0.0343
6273,2025-12-01 10:55:00,311,4,0.0,0,0.0,4,10,6,0.8181818181446281,-0.3115
6348,2025-12-01 11:05:00,311,2,1.0,1,1.572,2,11,6,0.8181818181446281,-0.5732
6473,2025-12-01 11:20:00,311,7,1.0,1,1.941,7,11,6,0.8181818181446281,0.0692
6598,2025-12-01 11:40:00,311,3,0.0,1,1.742,3,11,6,0.8181818181446281,0.2979
6915,2025-12-01 12:25:00,311,18,0.5,1,2.061,18,12,6,0.8181818181446281,0.2308
7562,2025-12-01 14:20:00,311,1,0.5,1,0.688,1,14,6,0.8181818181446281,-0.6755
7646,2025-12-01 14:35:00,311,0,0.5,1,1.378,0,14,6,0.8181818181446281,0.0872
9674,2025-12-01 22:30:00,311,15,1.0,1,0.775,15,22,6,0.8181818181446281,0.1665
31,2025-12-01 00:00:00,312,8,1.0,1,0.389,8,0,4,0.8181818181446281,-0.0005
599,2025-12-01 00:40:00,312,18,1.0,1,1.561,18,0,4,0.8181818181446281,-0.102
929,2025-12-01 01:10:00,312,8,1.0,0,0.0,8,1,4,0.8181818181446281,-0.2916
1019,2025-12-01 01:15:00,312,18,1.0,1,1.561,18,1,4,0.8181818181446281,0.1383
1042,2025-12-01 01:20:00,312,6,0.0,1,2.263,6,1,4,0.8181818181446281,0.22
1152,2025-12-01 01:25:00,312,19,0.5,1,0.78,19,1,4,0.8181818181446281,0.4183
1947,2025-12-01 02:35:00,312,9,0.0,0,0.0,9,2,4,0.8181818181446281,-0.6079
2488,2025-12-01 03:25:00,312,8,0.5,1,0.889,8,3,4,0.8181818181446281,0.1483
3200,2025-12-01 04:30:00,312,6,0.5,1,1.763,6,4,4,0.8181818181446281,-0.338
3520,2025-12-01 05:00:00,312,5,0.0,0,0.0,5,5,4,0.8181818181446281,-0.4208
4004,2025-12-01 05:55:00,312,7,1.0,1,1.941,7,5,4,0.8181818181446281,-0.2071
4007,2025-12-01 05:55:00,312,8,0.5,1,0.889,8,5,4,0.8181818181446281,0.1572
4112,2025-12-01 06:05:00,312,15,0.5,1,1.275,15,6,4,0.8181818181446281,-0.1103
4158,2025-12-01 06:15:00,312,1,0.0,1,1.188,1,6,4,0.8181818181446281,-0.5763
4271,2025-12-01 06:25:00,312,15,0.5,1,1.275,15,6,4,0.8181818181446281,-0.6392
4822,2025-12-01 07:30:00,312,8,1.0,1,0.389,8,7,4,0.8181818181446281,0.9872
5856,2025-12-01 09:45:00,312,19,0.0,0,0.0,19,9,4,0.8181818181446281,-0.0181
6813,2025-12-01 12:10:00,312,7,0.5,1,2.441,7,12,4,0.8181818181446281,0.2487
7617,2025-12-01 14:30:00,312,2,0.0,1,2.572,2,14,4,0.8181818181446281,-0.2403
8733,2025-12-01 18:25:00,312,13,1.0,1,0.874,13,18,4,0.8181818181446281,-0.572
9028,2025-12-01 19:45:00,312,0,0.5,1,1.378,0,19,4,0.8181818181446281,-0.4616
9092,2025-12-01 20:00:00,312,3,0.5,1,1.242,3,20,4,0.8181818181446281,0.3626
210,2025-12-01 00:15:00,313,4,1.0,1,1.646,4,0,7,0.9565217390888469,-0.6293
454,2025-12-01 00:30:00,313,14,1.0,1,0.625,14,0,7,0.9565217390888469,0.4532
1044,2025-12-01 01:20:00,313,6,1.0,1,1.263,6,1,7,0.9565217390888469,-1.4566
1267,2025-12-01 01:40:00,313,7,1.0,1,1.941,7,1,7,0.9565217390888469,-0.3296
2363,2025-12-01 03:10:00,313,19,1.0,1,0.28,19,3,7,0.9565217390888469,0.9627
2440,2025-12-01 03:20:00,313,7,1.0,1,1.941,7,3,7,0.9565217390888469,0.3905
2966,2025-12-01 04:05:00,313,5,0.5,1,1.609,5,4,7,0.9565217390888469,0.1229
3007,2025-12-01 04:10:00,313,3,0.5,1,1.242,3,4,7,0.9565217390888469,-0.023
3620,2025-12-01 05:10:00,313,11,0.0,1,1.939,11,5,7,0.9565217390888469,-0.8266
3636,2025-12-01 05:15:00,313,0,1.0,1,0.878,0,5,7,0.9565217390888469,-0.2157
4103,2025-12-01 06:05:00,313,12,0.0,1,1.951,12,6,7,0.9565217390888469,0.0995
4152,2025-12-01 06:10:00,313,18,0.5,1,2.061,18,6,7,0.9565217390888469,-0.4738
5963,2025-12-01 10:05:00,313,6,1.0,1,1.263,6,10,7,0.9565217390888469,-0.2601
6425,2025-12-01 11:10:00,313,18,1.0,1,1.561,18,11,7,0.9565217390888469,0.0647
6924,2025-12-01 12:30:00,313,2,0.0,1,2.572,2,12,7,0.9565217390888469,0.8673
7082,2025-12-01 12:55:00,313,6,0.5,1,1.763,6,12,7,0.9565217390888469,-0.0516
7953,2025-12-01 15:35:00,313,13,0.0,0,0.0,13,15,7,0.9565217390888469,-0.3493
8389,2025-12-01 17:10:00,313,15,0.0,1,1.775,15,17,7,0.9565217390888469,-0.794
8543,2025-12-01 17:40:00,313,19,0.5,1,0.78,19,17,7,0.9565217390888469,-0.3238
8900,2025-12-01 19:10:00,313,1,1.0,1,0.188,1,19,7,0.9565217390888469,-0.187
8932,2025-12-01 19:15:00,313,13,0.5,1,1.374,13,19,7,0.9565217390888469,0.3316
9597,2025-12-01 22:10:00,313,2,1.0,1,1.572,2,22,7,0.9565217390888469,-0.0742
9884,2025-12-01 23:40:00,313,8,1.0,1,0.389,8,23,7,0.9565217390888469,-0.4697
234,2025-12-01 00:15:00,314,12,1.0,1,0.951,12,0,5,0.9565217390888469,-0.3889
243,2025-12-01 00:15:00,314,14,1.0,1,0.625,14,0,5,0.9565217390888469,0.9271
615,2025-12-01 00:45:00,314,2,0.5,1,2.072,2,0,5,0.9565217390888469,-0.4625
1097,2025-12-01 01:25:00,314,0,0.5,1,1.378,0,1,5,0.9565217390888469,-0.6406
1473,2025-12-01 01:55:00,314,8,0.5,1,0.889,8,1,5,0.9565217390888469,-0.4092
1577,2025-12-01 02:05:00,314,8,0.0,1,1.389,8,2,5,0.9565217390888469,1.2018
2085,2025-12-01 02:45:00,314,18,1.0,1,1.561,18,2,5,0.9565217390888469,0.4835
2796,2025-12-01 03:50:00,314,10,0.0,1,2.935,10,3,5,0.9565217390888469,-0.0883
3386,2025-12-01 04:45:00,314,15,0.0,1,1.775,15,4,5,0.9565217390888469,0.1543
3490,2025-12-01 04:55:00,314,13,1.0,1,0.874,13,4,5,0.9565217390888469,0.4233
3618,2025-12-01 05:10:00,314,8,0.5,1,0.889,8,5,5,0.9565217390888469,-0.5196
5243,2025-12-01 08:25:00,314,3,1.0,1,0.742,3,8,5,0.9565217390888469,0.0667
5702,2025-12-01 09:25:00,314,2,1.0,1,1.572,2,9,5,0.9565217390888469,0.4559
5991,2025-12-01 10:10:00,314,8,0.5,0,0.0,8,10,5,0.9565217390888469,-0.1323
6020,2025-12-01 10:15:00,314,10,1.0,1,1.935,10,10,5,0.9565217390888469,0.7836
6529,2025-12-01 11:30:00,314,5,0.5,1,1.609,5,11,5,0.9565217390888469,0.5238
7195,2025-12-01 13:10:00,314,15,0.0,1,1.775,15,13,5,0.9565217390888469,0.6515
7513,2025-12-01 14:10:00,314,1,0.5,1,0.688,1,14,5,0.9565217390888469,0.5091
7538,2025-12-01 14:10:00,314,19,1.0,1,0.28,19,14,5,0.9565217390888469,-0.2224
7822,2025-12-01 15:10:00,314,4,0.5,1,2.146,4,15,5,0.9565217390888469,0.7338
7929,2025-12-01 15:30:00,314,13,0.5,1,1.374,13,15,5,0.9565217390888469,0.3056
8356,2025-12-01 17:05:00,314,3,0.5,1,1.242,3,17,5,0.9565217390888469,-0.2816
9880,2025-12-01 23:40:00,314,3,0.0,1,1.742,3,23,5,0.9565217390888469,0.6394
1160,2025-12-01 01:30:00,315,2,0.0,1,2.572,2,1,3,0.7333333332844444,0.0016
1502,2025-12-01 01:55:00,315,18,0.5,1,2.061,18,1,3,0.7333333332844444,0.515
1783,2025-12-01 02:20:00,315,13,0.0,0,0.0,13,2,3,0.7333333332844444,-0.2888
2785,2025-12-01 03:50:00,315,4,0.5,1,2.146,4,3,3,0.7333333332844444,1.1705
3327,2025-12-01 04:40:00,315,13,1.0,1,0.874,13,4,3,0.7333333332844444,0.7928
4286,2025-12-01 06:30:00,315,1,0.0,1,1.188,1,6,3,0.7333333332844444,-0.2486
4529,2025-12-01 06:55:00,315,16,0.5,1,0.78,16,6,3,0.7333333332844444,0.4114
5119,2025-12-01 08:05:00,315,17,0.0,0,0.0,17,8,3,0.7333333332844444,-0.0688
5430,2025-12-01 08:45:00,315,11,0.0,0,0.0,11,8,3,0.7333333332844444,0.2681
5834,2025-12-01 09:45:00,315,2,1.0,1,1.572,2,9,3,0.7333333332844444,0.2959
6308,2025-12-01 10:55:00,315,19,1.0,1,0.28,19,10,3,0.7333333332844444,-0.5051
8383,2025-12-01 17:10:00,315,10,0.0,1,2.935,10,17,3,0.7333333332844444,0.1043
8473,2025-12-01 17:30:00,315,15,1.0,1,0.775,15,17,3,0.7333333332844444,-0.1264
9146,2025-12-01 20:10:00,315,16,0.0,0,0.0,16,20,3,0.7333333332844444,-0.4216
9196,2025-12-01 20:25:00,315,16,1.0,1,0.28,16,20,3,0.7333333332844444,0.4967
1229,2025-12-01 01:35:00,316,13,1.0,1,0.874,13,1,7,0.8620689654875149,-1.4458
1240,2025-12-01 01:35:00,316,16,1.0,1,0.28,16,1,7,0.8620689654875149,0.3028
1567,2025-12-01 02:05:00,316,4,1.0,1,1.646,4,2,7,0.8620689654875149,0.4168
1737,2025-12-01 02:20:00,316,0,1.0,1,0.878,0,2,7,0.8620689654875149,-0.4612
1756,2025-12-01 02:20:00,316,5,1.0,1,1.109,5,2,7,0.8620689654875149,0.0792
1889,2025-12-01 02:30:00,316,8,0.0,1,1.389,8,2,7,0.8620689654875149,0.7313
2668,2025-12-01 03:40:00,316,6,1.0,1,1.263,6,3,7,0.8620689654875149,0.0653
2701,2025-12-01 03:40:00,316,18,0.0,0,0.0,18,3,7,0.8620689654875149,-0.566
3492,2025-12-01 04:55:00,316,14,0.0,1,1.625,14,4,7,0.8620689654875149,0.6226
3913,2025-12-01 05:45:00,316,2,0.5,1,2.072,2,5,7,0.8620689654875149,-0.1826
4032,2025-12-01 05:55:00,316,19,1.0,1,0.28,19,5,7,0.8620689654875149,-0.207
4151,2025-12-01 06:10:00,316,18,0.0,1,2.561,18,6,7,0.8620689654875149,-0.059
4656,2025-12-01 07:10:00,316,14,1.0,1,0.625,14,7,7,0.8620689654875149,0.3821
4871,2025-12-01 07:35:00,316,12,1.0,1,0.951,12,7,7,0.8620689654875149,-0.0171
5032,2025-12-01 07:55:00,316,16,0.0,1,1.28,16,7,7,0.8620689654875149,-0.2742
5107,2025-12-01 08:05:00,316,10,1.0,0,0.0,10,8,7,0.8620689654875149,-0.762
5443,2025-12-01 08:45:00,316,16,0.0,0,0.0,16,8,7,0.8620689654875149,-0.2055
6052,2025-12-01 10:20:00,316,8,1.0,1,0.389,8,10,7,0.8620689654875149,-0.6223
6714,2025-12-01 11:55:00,316,7,0.5,1,2.441,7,11,7,0.8620689654875149,-0.5571
7414,2025-12-01 13:50:00,316,8,1.0,1,0.389,8,13,7,0.8620689654875149,-0.1719
7492,2025-12-01 14:05:00,316,0,1.0,1,0.878,0,14,7,0.8620689654875149,-0.1183
