event_id,ts,region_id,rider_id,driver_id,base_price,surge_multiplier,proposed_price,subsidy,final_price,context_score,conversion_prob,is_trip,revenue
6122,2025-12-01 10:30:00,10,478,-1,2.935,1.0,2.935,0.0,2.935,-0.2845,0.553669,0,0.0
6123,2025-12-01 10:30:00,11,182,11000,1.939,1.0,1.939,1.0,0.939,-0.0914,0.966309,1,0.939
6124,2025-12-01 10:30:00,13,130,13000,1.874,1.0,1.874,0.0,1.874,0.4859,0.728287,1,1.874
6125,2025-12-01 10:30:00,13,192,13001,1.874,1.0,1.874,0.0,1.874,-0.2616,0.559316,1,1.874
6126,2025-12-01 10:30:00,13,173,13002,1.874,1.0,1.874,0.0,1.874,-0.663,0.459339,1,1.874
6127,2025-12-01 10:30:00,14,47,-1,1.625,1.0,1.625,0.0,1.625,-0.2578,0.56025,0,0.0
6128,2025-12-01 10:30:00,14,398,14000,1.625,1.0,1.625,1.0,0.625,-0.6651,0.940443,1,0.625
6129,2025-12-01 10:30:00,14,40,14001,1.625,1.0,1.625,1.0,0.625,0.3103,0.97668,1,0.625
6130,2025-12-01 10:30:00,15,491,-1,1.775,1.0,1.775,0.0,1.775,0.496,0.730262,0,0.0
6131,2025-12-01 10:30:00,15,142,15000,1.775,1.0,1.775,1.0,0.775,0.7153,0.987283,1,0.775
6132,2025-12-01 10:30:00,16,367,16000,1.28,1.0,1.28,0.0,1.28,0.1182,0.649802,1,1.28
6133,2025-12-01 10:30:00,16,424,16001,1.28,1.0,1.28,1.0,0.28,0.1979,0.99425,1,0.28
6134,2025-12-01 10:30:00,16,51,-1,1.28,1.0,1.28,0.0,1.28,-0.278,0.55527,0,0.0
6135,2025-12-01 10:30:00,18,215,18000,2.561,1.0,2.561,1.0,1.561,0.0224,0.930605,1,1.561
6136,2025-12-01 10:30:00,18,14,18001,2.561,1.0,2.561,0.5,2.061,-0.066,0.813186,1,2.061
6137,2025-12-01 10:30:00,19,210,19000,1.28,1.0,1.28,1.0,0.28,0.2577,0.995094,1,0.28
6138,2025-12-01 10:30:00,19,489,-1,1.28,1.0,1.28,0.0,1.28,-0.0794,0.603637,0,0.0
6139,2025-12-01 10:35:00,1,474,1000,1.188,1.0,1.188,0.5,0.688,-0.9071,0.817827,1,0.688
6140,2025-12-01 10:35:00,2,261,2000,2.572,1.0,2.572,0.5,2.072,1.9322,0.972378,1,2.072
6141,2025-12-01 10:35:00,2,420,2001,2.572,1.0,2.572,0.0,2.572,-0.651,0.462314,1,2.572
6142,2025-12-01 10:35:00,3,90,3000,1.742,1.0,1.742,1.0,0.742,0.3486,0.970559,1,0.742
6143,2025-12-01 10:35:00,3,269,3001,1.742,1.0,1.742,1.0,0.742,-0.1673,0.951645,1,0.742
6144,2025-12-01 10:35:00,4,273,4000,2.646,1.0,2.646,1.0,1.646,0.1745,0.936495,1,1.646
6145,2025-12-01 10:35:00,4,202,4001,2.646,1.0,2.646,0.5,2.146,0.8856,0.916358,1,2.146
6146,2025-12-01 10:35:00,6,213,6000,2.263,1.0,2.263,0.0,2.263,0.8291,0.790698,1,2.263
6147,2025-12-01 10:35:00,8,364,8000,1.389,1.0,1.389,0.5,0.889,-0.6715,0.850165,1,0.889
6148,2025-12-01 10:35:00,8,492,-1,1.389,1.0,1.389,0.0,1.389,-0.5785,0.480389,0,0.0
6149,2025-12-01 10:35:00,8,109,-1,1.389,1.0,1.389,0.0,1.389,0.4342,0.717936,0,0.0
6150,2025-12-01 10:35:00,11,123,11000,1.939,1.0,1.939,0.0,1.939,-0.2164,0.570428,1,1.939
6151,2025-12-01 10:35:00,13,220,13000,1.874,1.0,1.874,1.0,0.874,0.8914,0.980662,1,0.874
6152,2025-12-01 10:35:00,13,208,13001,1.874,1.0,1.874,0.5,1.374,0.0184,0.856411,1,1.374
6153,2025-12-01 10:35:00,14,126,14000,1.625,1.0,1.625,0.0,1.625,-0.2903,0.552235,1,1.625
6154,2025-12-01 10:35:00,15,232,15000,1.775,1.0,1.775,1.0,0.775,0.6142,0.985948,1,0.775
6155,2025-12-01 10:35:00,15,427,15001,1.775,1.0,1.775,1.0,0.775,0.2293,0.979488,1,0.775
6156,2025-12-01 10:35:00,15,460,15002,1.775,1.0,1.775,0.5,1.275,0.782,0.945335,1,1.275
6157,2025-12-01 10:35:00,15,213,15003,1.775,1.0,1.775,0.5,1.275,0.0348,0.891208,1,1.275
6158,2025-12-01 10:35:00,16,251,16000,1.28,1.0,1.28,1.0,0.28,0.1879,0.994193,1,0.28
6159,2025-12-01 10:35:00,16,34,-1,1.28,1.0,1.28,0.0,1.28,0.1159,0.649284,0,0.0
6160,2025-12-01 10:35:00,18,364,-1,2.561,1.0,2.561,0.0,2.561,0.0467,0.633378,0,0.0
6161,2025-12-01 10:35:00,18,159,18000,2.561,1.0,2.561,0.0,2.561,0.6755,0.764143,1,2.561
6162,2025-12-01 10:35:00,18,179,18001,2.561,1.0,2.561,1.0,1.561,-0.392,0.898595,1,1.561
6163,2025-12-01 10:35:00,18,19,18002,2.561,1.0,2.561,1.0,1.561,-0.4623,0.892005,1,1.561
6164,2025-12-01 10:35:00,18,18,18003,2.561,1.0,2.561,0.0,2.561,-0.0958,0.599697,1,2.561
6165,2025-12-01 10:35:00,19,262,19000,1.28,1.0,1.28,0.0,1.28,0.7308,0.773956,1,1.28
6166,2025-12-01 10:40:00,1,386,1000,1.188,1.0,1.188,0.5,0.688,0.1573,0.928645,1,0.688
6167,2025-12-01 10:40:00,2,94,2000,2.572,1.0,2.572,0.5,2.072,0.3313,0.876569,1,2.072
6168,2025-12-01 10:40:00,2,135,-1,2.572,1.0,2.572,0.0,2.572,-0.2968,0.550619,0,0.0
6169,2025-12-01 10:40:00,2,160,-1,2.572,1.0,2.572,1.0,1.572,0.5277,0.963935,0,0.0
6170,2025-12-01 10:40:00,3,431,3000,1.742,1.0,1.742,0.5,1.242,-0.1856,0.837242,1,1.242
6171,2025-12-01 10:40:00,3,208,3001,1.742,1.0,1.742,1.0,0.742,0.3523,0.970666,1,0.742
6172,2025-12-01 10:40:00,3,4,-1,1.742,1.0,1.742,0.0,1.742,-0.7449,0.439071,0,0.0
6173,2025-12-01 10:40:00,4,376,4000,2.646,1.0,2.646,0.0,2.646,0.1429,0.655405,1,2.646
6174,2025-12-01 10:40:00,4,447,4001,2.646,1.0,2.646,0.5,2.146,0.1091,0.83443,1,2.146
6175,2025-12-01 10:40:00,6,63,6000,2.263,1.0,2.263,1.0,1.263,0.7456,0.967521,1,1.263
6176,2025-12-01 10:40:00,6,8,6001,2.263,1.0,2.263,0.0,2.263,-0.1232,0.593103,1,2.263
6177,2025-12-01 10:40:00,7,240,7000,2.941,1.0,2.941,0.0,2.941,-0.067,0.606581,1,2.941
6178,2025-12-01 10:40:00,8,311,8000,1.389,1.0,1.389,0.0,1.389,-0.0343,0.614369,1,1.389
6179,2025-12-01 10:40:00,8,372,8001,1.389,1.0,1.389,0.0,1.389,-0.0527,0.610007,1,1.389
6180,2025-12-01 10:40:00,8,441,8002,1.389,1.0,1.389,1.0,0.389,-0.216,0.983679,1,0.389
6181,2025-12-01 10:40:00,10,149,-1,2.935,1.0,2.935,0.0,2.935,0.0433,0.632576,0,0.0
6182,2025-12-01 10:40:00,10,293,-1,2.935,1.0,2.935,0.0,2.935,-0.0319,0.614938,0,0.0
6183,2025-12-01 10:40:00,11,289,11000,1.939,1.0,1.939,0.0,1.939,0.5788,0.74626,1,1.939
6184,2025-12-01 10:40:00,11,81,-1,1.939,1.0,1.939,0.5,1.439,-0.351,0.835186,0,0.0
6185,2025-12-01 10:40:00,12,158,12000,1.951,1.0,1.951,0.0,1.951,0.2129,0.671044,1,1.951
6186,2025-12-01 10:40:00,13,418,-1,1.874,1.0,1.874,1.0,0.874,-1.0459,0.879629,0,0.0
6187,2025-12-01 10:40:00,13,187,13000,1.874,1.0,1.874,1.0,0.874,-0.2484,0.941937,1,0.874
6188,2025-12-01 10:40:00,13,47,-1,1.874,1.0,1.874,0.0,1.874,0.145,0.655878,0,0.0
6189,2025-12-01 10:40:00,13,219,13001,1.874,1.0,1.874,1.0,0.874,-1.0828,0.875659,1,0.874
6190,2025-12-01 10:40:00,13,303,13002,1.874,1.0,1.874,0.0,1.874,0.8543,0.794831,1,1.874
6191,2025-12-01 10:40:00,14,8,14000,1.625,1.0,1.625,1.0,0.625,-0.0366,0.967326,1,0.625
6192,2025-12-01 10:40:00,14,41,14001,1.625,1.0,1.625,0.0,1.625,0.1484,0.65664,1,1.625
6193,2025-12-01 10:40:00,14,351,14002,1.625,1.0,1.625,1.0,0.625,-0.221,0.960967,1,0.625
6194,2025-12-01 10:40:00,14,135,14003,1.625,1.0,1.625,0.5,1.125,0.4764,0.919727,1,1.125
6195,2025-12-01 10:40:00,15,345,15000,1.775,1.0,1.775,1.0,0.775,0.3568,0.981898,1,0.775
6196,2025-12-01 10:40:00,15,207,15001,1.775,1.0,1.775,1.0,0.775,0.0023,0.974393,1,0.775
6197,2025-12-01 10:40:00,15,28,15002,1.775,1.0,1.775,0.5,1.275,-0.5596,0.81887,1,1.275
6198,2025-12-01 10:40:00,16,229,16000,1.28,1.0,1.28,1.0,0.28,0.5038,0.995759,1,0.28
6199,2025-12-01 10:40:00,17,376,17000,2.574,1.0,2.574,1.0,1.574,0.5761,0.953458,1,1.574
6200,2025-12-01 10:40:00,18,422,18000,2.561,1.0,2.561,0.5,2.061,0.5892,0.893412,1,2.061
6201,2025-12-01 10:40:00,18,480,18001,2.561,1.0,2.561,1.0,1.561,-0.4537,0.892833,1,1.561
6202,2025-12-01 10:40:00,19,140,19000,1.28,1.0,1.28,1.0,0.28,-0.9282,0.984117,1,0.28
6203,2025-12-01 10:45:00,1,403,1000,1.188,1.0,1.188,1.0,0.188,0.4733,0.991763,1,0.188
6204,2025-12-01 10:45:00,1,422,-1,1.188,1.0,1.188,0.0,1.188,-0.767,0.433649,0,0.0
6205,2025-12-01 10:45:00,2,113,2000,2.572,1.0,2.572,0.5,2.072,0.3555,0.879164,1,2.072
6206,2025-12-01 10:45:00,2,336,2001,2.572,1.0,2.572,0.5,2.072,-0.1929,0.807848,1,2.072
6207,2025-12-01 10:45:00,2,199,2002,2.572,1.0,2.572,0.5,2.072,0.5855,0.90154,1,2.072
6208,2025-12-01 10:45:00,3,354,3000,1.742,1.0,1.742,1.0,0.742,0.0731,0.96158,1,0.742
6209,2025-12-01 10:45:00,4,339,4000,2.646,1.0,2.646,0.5,2.146,-0.1217,0.800049,1,2.146
6210,2025-12-01 10:45:00,8,122,-1,1.389,1.0,1.389,0.0,1.389,0.727,0.773298,0,0.0
6211,2025-12-01 10:45:00,8,424,8000,1.389,1.0,1.389,1.0,0.389,0.0493,0.987434,1,0.389
6212,2025-12-01 10:45:00,8,418,8001,1.389,1.0,1.389,0.5,0.889,-0.0484,0.913648,1,0.889
6213,2025-12-01 10:45:00,9,380,9000,1.309,1.0,1.309,1.0,0.309,-0.9998,0.96451,1,0.309
6214,2025-12-01 10:45:00,12,119,12000,1.951,1.0,1.951,0.5,1.451,0.3141,0.905873,1,1.451
6215,2025-12-01 10:45:00,13,237,13000,1.874,1.0,1.874,1.0,0.874,-0.5095,0.925894,1,0.874
6216,2025-12-01 10:45:00,13,133,13001,1.874,1.0,1.874,0.5,1.374,-1.1065,0.659455,1,1.374
6217,2025-12-01 10:45:00,13,260,13002,1.874,1.0,1.874,0.0,1.874,0.0142,0.625801,1,1.874
6218,2025-12-01 10:45:00,14,193,14000,1.625,1.0,1.625,0.0,1.625,-0.5202,0.494943,1,1.625
6219,2025-12-01 10:45:00,14,490,14001,1.625,1.0,1.625,1.0,0.625,0.1389,0.97244,1,0.625
6220,2025-12-01 10:45:00,14,403,-1,1.625,1.0,1.625,0.0,1.625,1.0387,0.823276,0,0.0
6221,2025-12-01 10:45:00,14,44,14002,1.625,1.0,1.625,1.0,0.625,-0.4991,0.949092,1,0.625
6222,2025-12-01 10:45:00,15,236,15000,1.775,1.0,1.775,1.0,0.775,0.6795,0.986826,1,0.775
6223,2025-12-01 10:45:00,15,201,15001,1.775,1.0,1.775,0.5,1.275,-0.5277,0.823566,1,1.275
6224,2025-12-01 10:45:00,15,250,15002,1.775,1.0,1.775,1.0,0.775,0.1622,0.978096,1,0.775
6225,2025-12-01 10:45:00,16,169,16000,1.28,1.0,1.28,0.0,1.28,0.6179,0.753597,1,1.28
6226,2025-12-01 10:45:00,16,389,16001,1.28,1.0,1.28,0.0,1.28,0.2397,0.676928,1,1.28
6227,2025-12-01 10:45:00,16,96,16002,1.28,1.0,1.28,1.0,0.28,0.9792,0.99736,1,0.28
6228,2025-12-01 10:45:00,16,68,16003,1.28,1.0,1.28,0.0,1.28,0.2871,0.687202,1,1.28
6229,2025-12-01 10:45:00,16,130,16004,1.28,1.0,1.28,1.0,0.28,0.3848,0.995226,1,0.28
6230,2025-12-01 10:45:00,18,334,-1,2.561,1.0,2.561,0.0,2.561,-0.5839,0.479032,0,0.0
6231,2025-12-01 10:45:00,18,131,18000,2.561,1.0,2.561,1.0,1.561,0.6436,0.961478,1,1.561
6232,2025-12-01 10:45:00,19,393,19000,1.28,1.0,1.28,1.0,0.28,0.6617,0.996719,1,0.28
6233,2025-12-01 10:45:00,19,298,19001,1.28,1.0,1.28,0.0,1.28,0.5733,0.745227,1,1.28
6234,2025-12-01 10:50:00,0,393,-1,1.878,1.0,1.878,0.5,1.378,-0.2027,0.825206,0,0.0
6235,2025-12-01 10:50:00,0,374,0,1.878,1.0,1.878,0.0,1.878,0.1399,0.654723,1,1.878
6236,2025-12-01 10:50:00,0,402,1,1.878,1.0,1.878,1.0,0.878,0.1025,0.957383,1,0.878
6237,2025-12-01 10:50:00,1,326,1000,1.188,1.0,1.188,0.0,1.188,-0.3404,0.539826,1,1.188
6238,2025-12-01 10:50:00,1,46,1001,1.188,1.0,1.188,1.0,0.188,-0.0892,0.985633,1,0.188
6239,2025-12-01 10:50:00,1,298,1002,1.188,1.0,1.188,1.0,0.188,-0.5038,0.978411,1,0.188
6240,2025-12-01 10:50:00,2,417,-1,2.572,1.0,2.572,0.0,2.572,-0.5793,0.480194,0,0.0
6241,2025-12-01 10:50:00,2,487,2000,2.572,1.0,2.572,0.5,2.072,0.0038,0.836557,1,2.072
6242,2025-12-01 10:50:00,3,32,3000,1.742,1.0,1.742,0.0,1.742,-0.2911,0.552029,1,1.742
6243,2025-12-01 10:50:00,6,69,6000,2.263,1.0,2.263,1.0,1.263,0.0062,0.934303,1,1.263
6244,2025-12-01 10:50:00,6,378,6001,2.263,1.0,2.263,1.0,1.263,0.8572,0.970851,1,1.263
6245,2025-12-01 10:50:00,6,261,6002,2.263,1.0,2.263,1.0,1.263,0.163,0.943299,1,1.263
6246,2025-12-01 10:50:00,7,458,-1,2.941,1.0,2.941,0.0,2.941,0.7735,0.781346,0,0.0
6247,2025-12-01 10:50:00,8,43,8000,1.389,1.0,1.389,0.0,1.389,0.1123,0.648475,1,1.389
6248,2025-12-01 10:50:00,8,413,8001,1.389,1.0,1.389,1.0,0.389,0.0849,0.987869,1,0.389
6249,2025-12-01 10:50:00,8,497,8002,1.389,1.0,1.389,0.5,0.889,0.0761,0.922982,1,0.889
6250,2025-12-01 10:50:00,8,364,8003,1.389,1.0,1.389,0.5,0.889,-0.1173,0.908057,1,0.889
6251,2025-12-01 10:50:00,10,28,10000,2.935,1.0,2.935,0.0,2.935,0.4435,0.7198,1,2.935
6252,2025-12-01 10:50:00,10,415,10001,2.935,1.0,2.935,0.5,2.435,0.4279,0.866082,1,2.435
6253,2025-12-01 10:50:00,12,192,12000,1.951,1.0,1.951,0.5,1.451,-0.1662,0.856188,1,1.451
6254,2025-12-01 10:50:00,13,47,13000,1.874,1.0,1.874,1.0,0.874,0.6644,0.975854,1,0.874
6255,2025-12-01 10:50:00,14,429,14000,1.625,1.0,1.625,0.5,1.125,-0.2377,0.848712,1,1.125
6256,2025-12-01 10:50:00,14,83,14001,1.625,1.0,1.625,1.0,0.625,-0.0425,0.967139,1,0.625
6257,2025-12-01 10:50:00,14,392,14002,1.625,1.0,1.625,1.0,0.625,-0.3409,0.956215,1,0.625
6258,2025-12-01 10:50:00,15,413,15000,1.775,1.0,1.775,0.0,1.775,0.1658,0.660568,1,1.775
6259,2025-12-01 10:50:00,16,265,-1,1.28,1.0,1.28,0.0,1.28,-0.0218,0.617332,0,0.0
6260,2025-12-01 10:50:00,16,8,-1,1.28,1.0,1.28,0.5,0.78,-0.3068,0.918394,0,0.0
6261,2025-12-01 10:50:00,16,301,16000,1.28,1.0,1.28,1.0,0.28,0.5786,0.996064,1,0.28
6262,2025-12-01 10:50:00,18,452,-1,2.561,1.0,2.561,0.0,2.561,-0.0205,0.617636,0,0.0
6263,2025-12-01 10:50:00,18,461,18000,2.561,1.0,2.561,0.0,2.561,0.3752,0.705828,1,2.561
6264,2025-12-01 10:55:00,0,215,0,1.878,1.0,1.878,0.5,1.378,0.2921,0.885628,1,1.378
6265,2025-12-01 10:55:00,0,131,1,1.878,1.0,1.878,0.0,1.878,-0.3157,0.545943,1,1.878
6266,2025-12-01 10:55:00,1,113,1000,1.188,1.0,1.188,0.5,0.688,0.2065,0.931839,1,0.688
6267,2025-12-01 10:55:00,2,355,2000,2.572,1.0,2.572,1.0,1.572,0.2292,0.95199,1,1.572
6268,2025-12-01 10:55:00,2,19,2001,2.572,1.0,2.572,1.0,1.572,-0.8451,0.871341,1,1.572
6269,2025-12-01 10:55:00,2,83,2002,2.572,1.0,2.572,0.0,2.572,-0.3794,0.530116,1,2.572
6270,2025-12-01 10:55:00,2,266,2003,2.572,1.0,2.572,0.5,2.072,-0.009,0.834799,1,2.072
6271,2025-12-01 10:55:00,3,393,-1,1.742,1.0,1.742,0.0,1.742,-1.13,0.347503,0,0.0
6272,2025-12-01 10:55:00,3,345,3000,1.742,1.0,1.742,0.0,1.742,-0.5653,0.483681,1,1.742
6273,2025-12-01 10:55:00,4,311,-1,2.646,1.0,2.646,0.0,2.646,-0.3115,0.546998,0,0.0
6274,2025-12-01 10:55:00,4,472,4000,2.646,1.0,2.646,1.0,1.646,-0.3441,0.897754,1,1.646
6275,2025-12-01 10:55:00,4,31,-1,2.646,1.0,2.646,1.0,1.646,-0.7031,0.859777,0,0.0
6276,2025-12-01 10:55:00,5,88,-1,2.109,1.0,2.109,1.0,1.109,-0.1717,0.958017,0,0.0
6277,2025-12-01 10:55:00,5,336,5000,2.109,1.0,2.109,1.0,1.109,0.1728,0.969886,1,1.109
6278,2025-12-01 10:55:00,5,432,5001,2.109,1.0,2.109,1.0,1.109,-0.7785,0.925593,1,1.109
6279,2025-12-01 10:55:00,5,437,-1,2.109,1.0,2.109,0.0,2.109,-0.2019,0.573977,0,0.0
6280,2025-12-01 10:55:00,6,173,6000,2.263,1.0,2.263,0.5,1.763,-0.567,0.732477,1,1.763
6281,2025-12-01 10:55:00,6,118,6001,2.263,1.0,2.263,1.0,1.263,0.6073,0.962883,1,1.263
6282,2025-12-01 10:55:00,6,269,6002,2.263,1.0,2.263,0.5,1.763,-0.9151,0.659069,1,1.763
6283,2025-12-01 10:55:00,6,272,6003,2.263,1.0,2.263,0.5,1.763,0.0785,0.839272,1,1.763
6284,2025-12-01 10:55:00,9,244,9000,1.309,1.0,1.309,0.0,1.309,-0.564,0.484017,1,1.309
6285,2025-12-01 10:55:00,10,335,10000,2.935,1.0,2.935,1.0,1.935,1.0657,0.969037,1,1.935
6286,2025-12-01 10:55:00,10,73,10001,2.935,1.0,2.935,1.0,1.935,-0.252,0.89338,1,1.935
6287,2025-12-01 10:55:00,10,372,10002,2.935,1.0,2.935,1.0,1.935,0.972,0.966097,1,1.935
6288,2025-12-01 10:55:00,10,230,10003,2.935,1.0,2.935,1.0,1.935,0.3614,0.939296,1,1.935
6289,2025-12-01 10:55:00,10,275,10004,2.935,1.0,2.935,0.0,2.935,0.7149,0.771162,1,2.935
6290,2025-12-01 10:55:00,10,29,10005,2.935,1.0,2.935,0.5,2.435,0.5482,0.879435,1,2.435
6291,2025-12-01 10:55:00,10,199,10006,2.935,1.0,2.935,1.0,1.935,-0.0238,0.913246,1,1.935
6292,2025-12-01 10:55:00,10,466,10007,2.935,1.0,2.935,0.5,2.435,-0.0912,0.793756,1,2.435
6293,2025-12-01 10:55:00,13,449,13000,1.874,1.0,1.874,0.0,1.874,0.3304,0.696435,1,1.874
6294,2025-12-01 10:55:00,13,262,-1,1.874,1.0,1.874,0.0,1.874,-0.091,0.600848,0,0.0
6295,2025-12-01 10:55:00,14,406,14000,1.625,1.0,1.625,0.0,1.625,1.2972,0.85781,1,1.625
6296,2025-12-01 10:55:00,14,429,14001,1.625,1.0,1.625,0.0,1.625,0.2072,0.669774,1,1.625
6297,2025-12-01 10:55:00,14,418,14002,1.625,1.0,1.625,0.5,1.125,0.2568,0.901946,1,1.125
6298,2025-12-01 10:55:00,15,106,15000,1.775,1.0,1.775,0.0,1.775,-0.2069,0.572761,1,1.775
6299,2025-12-01 10:55:00,16,293,16000,1.28,1.0,1.28,1.0,0.28,0.4821,0.995667,1,0.28
6300,2025-12-01 10:55:00,16,357,16001,1.28,1.0,1.28,0.5,0.78,-0.348,0.91525,1,0.78
6301,2025-12-01 10:55:00,16,396,16002,1.28,1.0,1.28,0.0,1.28,-0.3665,0.533329,1,1.28
6302,2025-12-01 10:55:00,16,58,16003,1.28,1.0,1.28,0.0,1.28,0.4766,0.726432,1,1.28
6303,2025-12-01 10:55:00,16,481,16004,1.28,1.0,1.28,0.5,0.78,0.4781,0.961042,1,0.78
6304,2025-12-01 10:55:00,18,342,18000,2.561,1.0,2.561,1.0,1.561,-0.0534,0.925551,1,1.561
6305,2025-12-01 10:55:00,19,304,19000,1.28,1.0,1.28,0.5,0.78,0.0097,0.94197,1,0.78
6306,2025-12-01 10:55:00,19,457,19001,1.28,1.0,1.28,0.5,0.78,-0.4669,0.909743,1,0.78
6307,2025-12-01 10:55:00,19,188,19002,1.28,1.0,1.28,1.0,0.28,-0.4205,0.99038,1,0.28
6308,2025-12-01 10:55:00,19,315,19003,1.28,1.0,1.28,1.0,0.28,-0.5051,0.989539,1,0.28
6309,2025-12-01 11:00:00,0,281,-1,1.878,1.0,1.878,0.0,1.878,0.1542,0.657949,0,0.0
6310,2025-12-01 11:00:00,1,329,1000,1.188,1.0,1.188,0.5,0.688,0.1037,0.925011,1,0.688
6311,2025-12-01 11:00:00,1,301,1001,1.188,1.0,1.188,0.0,1.188,0.0329,0.630164,1,1.188
6312,2025-12-01 11:00:00,1,220,1002,1.188,1.0,1.188,0.5,0.688,0.4892,0.947747,1,0.688
6313,2025-12-01 11:00:00,2,457,2000,2.572,1.0,2.572,1.0,1.572,0.0595,0.943613,1,1.572
6314,2025-12-01 11:00:00,2,495,2001,2.572,1.0,2.572,1.0,1.572,0.138,0.94765,1,1.572
6315,2025-12-01 11:00:00,3,1,-1,1.742,1.0,1.742,0.0,1.742,-0.8976,0.401891,0,0.0
6316,2025-12-01 11:00:00,3,306,3000,1.742,1.0,1.742,0.5,1.242,-0.4318,0.800859,1,1.242
6317,2025-12-01 11:00:00,3,103,3001,1.742,1.0,1.742,1.0,0.742,0.9914,0.9843,1,0.742
6318,2025-12-01 11:00:00,4,434,4000,2.646,1.0,2.646,1.0,1.646,0.0708,0.930041,1,1.646
6319,2025-12-01 11:00:00,4,88,4001,2.646,1.0,2.646,1.0,1.646,-0.0713,0.920216,1,1.646
6320,2025-12-01 11:00:00,6,36,6000,2.263,1.0,2.263,0.5,1.763,0.154,0.849193,1,1.763
6321,2025-12-01 11:00:00,8,162,8000,1.389,1.0,1.389,0.5,0.889,0.0909,0.924026,1,0.889
6322,2025-12-01 11:00:00,8,71,8001,1.389,1.0,1.389,0.0,1.389,-0.4651,0.508713,1,1.389
6323,2025-12-01 11:00:00,10,86,10000,2.935,1.0,2.935,1.0,1.935,0.0572,0.919458,1,1.935
6324,2025-12-01 11:00:00,10,412,10001,2.935,1.0,2.935,1.0,1.935,0.6034,0.951715,1,1.935
6325,2025-12-01 11:00:00,11,8,11000,1.939,1.0,1.939,0.0,1.939,0.4358,0.718242,1,1.939
6326,2025-12-01 11:00:00,11,319,11001,1.939,1.0,1.939,1.0,0.939,-0.3504,0.956779,1,0.939
6327,2025-12-01 11:00:00,13,114,13000,1.874,1.0,1.874,0.5,1.374,0.5841,0.913051,1,1.374
6328,2025-12-01 11:00:00,14,293,14000,1.625,1.0,1.625,1.0,0.625,-0.0865,0.965711,1,0.625
6329,2025-12-01 11:00:00,15,27,15000,1.775,1.0,1.775,1.0,0.775,-0.8056,0.944336,1,0.775
6330,2025-12-01 11:00:00,16,238,16000,1.28,1.0,1.28,0.0,1.28,-1.2244,0.326434,1,1.28
6331,2025-12-01 11:00:00,16,266,16001,1.28,1.0,1.28,0.0,1.28,-1.1094,0.352203,1,1.28
6332,2025-12-01 11:00:00,16,326,16002,1.28,1.0,1.28,1.0,0.28,0.9611,0.997311,1,0.28
6333,2025-12-01 11:00:00,18,20,18000,2.561,1.0,2.561,1.0,1.561,0.3142,0.947246,1,1.561
6334,2025-12-01 11:00:00,18,171,18001,2.561,1.0,2.561,0.0,2.561,0.0388,0.631531,1,2.561
6335,2025-12-01 11:00:00,18,431,18002,2.561,1.0,2.561,1.0,1.561,-0.6686,0.870465,1,1.561
6336,2025-12-01 11:00:00,18,425,18003,2.561,1.0,2.561,1.0,1.561,-0.0516,0.925677,1,1.561
6337,2025-12-01 11:00:00,18,92,-1,2.561,1.0,2.561,0.5,2.061,-0.8659,0.661704,0,0.0
6338,2025-12-01 11:00:00,18,397,18004,2.561,1.0,2.561,0.5,2.061,-0.3639,0.763679,1,2.061
6339,2025-12-01 11:00:00,18,133,18005,2.561,1.0,2.561,1.0,1.561,0.0544,0.932645,1,1.561
6340,2025-12-01 11:00:00,19,427,19000,1.28,1.0,1.28,0.5,0.78,-0.2551,0.925688,1,0.78
6341,2025-12-01 11:00:00,19,209,19001,1.28,1.0,1.28,1.0,0.28,-0.9787,0.983308,1,0.28
6342,2025-12-01 11:05:00,0,201,-1,1.878,1.0,1.878,0.5,1.378,0.1448,0.86984,0,0.0
6343,2025-12-01 11:05:00,1,252,1000,1.188,1.0,1.188,1.0,0.188,-0.588,0.976557,1,0.188
6344,2025-12-01 11:05:00,1,256,1001,1.188,1.0,1.188,1.0,0.188,-0.0483,0.9862,1,0.188
6345,2025-12-01 11:05:00,1,131,1002,1.188,1.0,1.188,1.0,0.188,0.1049,0.988138,1,0.188
6346,2025-12-01 11:05:00,2,273,2000,2.572,1.0,2.572,1.0,1.572,-0.2623,0.92384,1,1.572
6347,2025-12-01 11:05:00,2,151,2001,2.572,1.0,2.572,1.0,1.572,-0.0163,0.93944,1,1.572
6348,2025-12-01 11:05:00,2,311,2002,2.572,1.0,2.572,1.0,1.572,-0.5732,0.898879,1,1.572
6349,2025-12-01 11:05:00,3,148,-1,1.742,1.0,1.742,0.0,1.742,0.0541,0.635095,0,0.0
6350,2025-12-01 11:05:00,3,293,3000,1.742,1.0,1.742,0.0,1.742,-0.0356,0.614047,1,1.742
6351,2025-12-01 11:05:00,5,222,5000,2.109,1.0,2.109,1.0,1.109,-0.2021,0.956779,1,1.109
6352,2025-12-01 11:05:00,6,208,6000,2.263,1.0,2.263,1.0,1.263,-0.2659,0.915495,1,1.263
6353,2025-12-01 11:05:00,6,389,-1,2.263,1.0,2.263,0.5,1.763,-0.2924,0.782772,0,0.0
6354,2025-12-01 11:05:00,6,391,6001,2.263,1.0,2.263,0.5,1.763,-0.3615,0.770788,1,1.763
6355,2025-12-01 11:05:00,6,483,6002,2.263,1.0,2.263,1.0,1.263,0.121,0.941008,1,1.263
